Member State,Product desc,country_3,Timestamp,Price,cluster_cows,cluster_costs,cluster_all
Netherlands,Butter,NLD,2010,345.2833333333333,0,1,1
Belgium,Raw Milk,BEL,2010,30.465,0,2,1
Czechia,SMP,CZE,2010,215.30708333333334,1,2,0
Germany,Emmental,DEU,2010,390.85833333333335,0,2,1
Italy,Butter,ITA,2010,310.57222222222225,0,1,1
Denmark,WMP,DNK,2010,259.651,0,1,1
Czechia,Whey Powder,CZE,2010,74.22691666666667,1,2,0
Denmark,SMP,DNK,2010,221.4967,0,1,1
Poland,Gouda,POL,2010,302.87804166666666,2,2,2
Italy,Raw Milk,ITA,2010,33.83166666666667,0,1,1
Austria,Whey Powder,AUT,2010,83.81,2,2,2
Luxembourg,Raw Milk,LUX,2010,29.775000000000002,0,2,1
Finland,Butter,FIN,2010,259.46899999999994,2,0,2
Germany,Gouda,DEU,2010,278.82779166666666,0,2,1
Latvia,WMP,LVA,2010,266.78654166666666,1,1,0
Ireland,SMP,IRL,2010,212.42029166666666,0,2,1
Romania,Raw Milk,ROU,2010,23.915833333333335,1,0,0
Sweden,WMP,SWE,2010,236.9299,2,1,2
Netherlands,Edam,NLD,2010,287.52500000000003,0,1,1
Spain,Emmental,ESP,2010,841.6885000000001,0,1,2
Slovenia,Edam,SVN,2010,432.3965,2,2,2
Germany,Raw Milk,DEU,2010,30.97,0,2,1
Estonia,Raw Milk,EST,2010,27.735833333333332,1,1,0
Poland,Raw Milk,POL,2010,27.325833333333335,2,2,2
Latvia,Butter,LVA,2010,319.677375,1,1,0
Ireland,Whey Powder,IRL,2010,62.07975,0,2,1
Poland,Edam,POL,2010,303.86691666666667,2,2,2
Belgium,Cheddar,BEL,2010,288.539,0,2,1
Estonia,Edam,EST,2010,361.1260833333333,1,1,0
Austria,Raw Milk,AUT,2010,31.7925,2,2,2
Ireland,WMP,IRL,2010,257.08824999999996,0,2,1
Latvia,Edam,LVA,2010,347.44854166666664,1,1,0
Finland,Raw Milk,FIN,2010,39.526666666666664,2,0,2
Austria,Emmental,AUT,2010,430.53000000000003,2,2,2
Ireland,Butter Oil,IRL,2010,383.026775,0,2,1
Hungary,Butter,HUN,2010,445.3415,1,0,0
Lithuania,Raw Milk,LTU,2010,25.138333333333335,1,2,0
Spain,Butter,ESP,2010,279.978875,0,1,2
Sweden,Raw Milk,SWE,2010,33.678333333333335,2,1,2
Lithuania,Gouda,LTU,2010,325.43075,1,2,0
Portugal,Raw Milk,PRT,2010,28.650000000000002,2,1,2
Slovenia,Gouda,SVN,2010,494.2943,2,2,2
France,Raw Milk,FRA,2010,30.962500000000002,0,2,1
France,Whey Powder,FRA,2010,65.42958333333333,0,2,1
Czechia,Emmental,CZE,2010,520.8524583333333,1,2,0
Germany,WMP,DEU,2010,269.3541666666667,0,2,1
Czechia,Edam,CZE,2010,361.38758333333334,1,2,0
Germany,Butter,DEU,2010,346.84200000000004,0,2,1
Netherlands,SMP,NLD,2010,216.327775,0,1,1
Belgium,Butter,BEL,2010,338.18555833333335,0,2,1
Czechia,WMP,CZE,2010,264.78495833333335,1,2,0
Slovenia,Raw Milk,SVN,2010,26.849166666666665,2,2,2
Ireland,Butter,IRL,2010,312.3564,0,2,1
Netherlands,Whey Powder,NLD,2010,68.15416666666667,0,1,1
France,Butter,FRA,2010,330.675,0,2,1
France,Butter Oil,FRA,2010,433.53599999999994,0,2,1
Portugal,Butter,PRT,2010,327.2844166666667,2,1,2
Belgium,WMP,BEL,2010,275.55275,0,2,1
France,Emmental,FRA,2010,412.5,0,2,1
Denmark,Butter,DNK,2010,304.332,0,1,1
Hungary,Raw Milk,HUN,2010,26.022499999999997,1,0,0
Netherlands,WMP,NLD,2010,266.977775,0,1,1
Netherlands,Gouda,NLD,2010,306.53749999999997,0,1,1
Bulgaria,Raw Milk,BGR,2010,27.61583333333333,1,0,0
Slovenia,Emmental,SVN,2010,599.5268,2,2,2
Poland,Whey Powder,POL,2010,66.15883333333333,2,2,2
Ireland,Cheddar,IRL,2010,265.3515,0,2,1
Latvia,Raw Milk,LVA,2010,25.114166666666666,1,1,0
France,WMP,FRA,2010,272.92,0,2,1
France,SMP,FRA,2010,221.58333333333334,0,2,1
Portugal,SMP,PRT,2010,229.734375,2,1,2
Poland,WMP,POL,2010,264.73645833333336,2,2,2
Netherlands,Raw Milk,NLD,2010,31.427272727272726,0,1,1
Germany,Whey Powder,DEU,2010,75.54583333333333,0,2,1
Denmark,Raw Milk,DNK,2010,31.936666666666667,0,1,1
Spain,Edam,ESP,2010,676.038,0,1,2
Czechia,Butter,CZE,2010,332.998,1,2,0
Germany,SMP,DEU,2010,220.6625,0,2,1
Spain,Raw Milk,ESP,2010,29.375833333333333,0,1,2
Latvia,WMP,LVA,2011,289.74805833333335,1,1,0
Netherlands,WMP,NLD,2011,300.8666666666667,0,1,1
Latvia,Raw Milk,LVA,2011,29.35166666666667,1,1,0
Italy,Raw Milk,ITA,2011,38.4525,0,1,1
Poland,Edam,POL,2011,329.42633333333333,2,2,2
Czechia,Butter,CZE,2011,387.00141666666667,1,2,0
Austria,Whey Powder,AUT,2011,108.25416666666666,2,2,2
Lithuania,Gouda,LTU,2011,358.46599999999995,1,2,0
Slovenia,Raw Milk,SVN,2011,30.473333333333333,2,2,2
Germany,WMP,DEU,2011,308.66041666666666,0,2,1
Portugal,Butter,PRT,2011,382.36945833333334,2,1,2
Italy,Butter,ITA,2011,360.9375,0,1,1
Ireland,Whey Powder,IRL,2011,75.009,0,2,1
Bulgaria,Raw Milk,BGR,2011,32.678333333333335,1,0,0
Estonia,Edam,EST,2011,341.518475,1,1,0
Czechia,Edam,CZE,2011,372.70374999999996,1,2,0
Germany,Emmental,DEU,2011,413.8833333333334,0,2,1
Germany,Whey Powder,DEU,2011,94.08333333333333,0,2,1
Hungary,Raw Milk,HUN,2011,30.834166666666665,1,0,0
France,WMP,FRA,2011,293.90500000000003,0,2,1
Belgium,Raw Milk,BEL,2011,33.10916666666667,0,2,1
Luxembourg,Raw Milk,LUX,2011,32.79333333333333,0,2,1
Poland,Gouda,POL,2011,325.6421666666667,2,2,2
France,Raw Milk,FRA,2011,33.300000000000004,0,2,1
France,Whey Powder,FRA,2011,81.45833333333333,0,2,1
France,SMP,FRA,2011,233.12333333333333,0,2,1
Netherlands,Butter,NLD,2011,393.5833333333333,0,1,1
Czechia,WMP,CZE,2011,298.65770833333335,1,2,0
Austria,Emmental,AUT,2011,466.2166666666667,2,2,2
Germany,Gouda,DEU,2011,310.95829166666664,0,2,1
Austria,Raw Milk,AUT,2011,35.406666666666666,2,2,2
Czechia,SMP,CZE,2011,239.92629166666666,1,2,0
Belgium,Butter,BEL,2011,391.795625,0,2,1
Poland,Whey Powder,POL,2011,78.59366666666666,2,2,2
Ireland,WMP,IRL,2011,282.0276666666667,0,2,1
Ireland,SMP,IRL,2011,226.43883333333335,0,2,1
Spain,Edam,ESP,2011,691.8820000000001,0,1,2
Poland,SMP,POL,2011,227.96983333333333,2,2,2
Ireland,Butter Oil,IRL,2011,432.132,0,2,1
Spain,Butter,ESP,2011,342.391,0,1,2
Poland,Butter,POL,2011,363.65916666666664,2,2,2
Germany,SMP,DEU,2011,242.5666666666667,0,2,1
Czechia,Raw Milk,CZE,2011,32.71666666666666,1,2,0
Spain,Raw Milk,ESP,2011,31.285833333333333,0,1,2
Czechia,Whey Powder,CZE,2011,87.25479166666666,1,2,0
Portugal,Raw Milk,PRT,2011,31.24416666666667,2,1,2
Belgium,SMP,BEL,2011,245.26458333333335,0,2,1
Netherlands,Raw Milk,NLD,2011,36.87916666666667,0,1,1
Portugal,SMP,PRT,2011,256.28495833333335,2,1,2
Portugal,WMP,PRT,2011,304.915,2,1,2
Denmark,Raw Milk,DNK,2011,35.666666666666664,0,1,1
Ireland,Cheddar,IRL,2011,300.5378333333333,0,2,1
Ireland,Raw Milk,IRL,2011,34.33083333333334,0,2,1
Portugal,Whey Powder,PRT,2011,76.2025,2,1,2
Latvia,Edam,LVA,2011,418.2038333333333,1,1,0
Netherlands,Gouda,NLD,2011,335.39444166666664,0,1,1
Finland,Raw Milk,FIN,2011,42.70249999999999,2,0,2
Germany,Edam,DEU,2011,312.83250000000004,0,2,1
Sweden,Raw Milk,SWE,2011,37.86833333333333,2,1,2
Lithuania,Raw Milk,LTU,2011,28.805000000000003,1,2,0
Latvia,Butter,LVA,2011,370.9783333333333,1,1,0
Ireland,Butter,IRL,2011,349.99916666666667,0,2,1
France,Butter Oil,FRA,2011,471.3516666666667,0,2,1
Estonia,Raw Milk,EST,2011,32.26166666666666,1,1,0
Romania,Raw Milk,ROU,2011,28.195833333333336,1,0,0
Belgium,WMP,BEL,2011,312.71104166666663,0,2,1
Netherlands,SMP,NLD,2011,239.4333333333333,0,1,1
France,Butter,FRA,2011,380.5016666666666,0,2,1
Netherlands,Whey Powder,NLD,2011,86.22083333333335,0,1,1
Germany,Raw Milk,DEU,2011,34.766666666666666,0,2,1
Estonia,Gouda,EST,2011,367.44538181818183,1,1,0
Latvia,SMP,LVA,2011,259.14370833333334,1,1,0
Czechia,Emmental,CZE,2011,544.274625,1,2,0
Spain,Emmental,ESP,2011,859.8568333333333,0,1,2
Poland,WMP,POL,2011,294.27483333333333,2,2,2
Netherlands,Edam,NLD,2011,314.90833333333336,0,1,1
Germany,Butter,DEU,2011,395.22616666666664,0,2,1
Poland,Raw Milk,POL,2011,29.50916666666667,2,2,2
Lithuania,Gouda,LTU,2012,366.15462499999995,1,2,0
Latvia,Edam,LVA,2012,415.8206666666667,1,1,0
Spain,Edam,ESP,2012,699.2533333333334,0,1,2
Luxembourg,Raw Milk,LUX,2012,31.16,0,2,1
Latvia,SMP,LVA,2012,238.82356666666666,1,1,0
Denmark,Raw Milk,DNK,2012,34.041666666666664,0,1,1
Czechia,WMP,CZE,2012,277.7225416666667,1,2,0
Latvia,Butter,LVA,2012,340.35830833333335,1,1,0
Latvia,Raw Milk,LVA,2012,27.633333333333336,1,1,0
Lithuania,Raw Milk,LTU,2012,26.526666666666667,1,2,0
Latvia,WMP,LVA,2012,267.26563,1,1,0
Czechia,Whey Powder,CZE,2012,95.45691666666666,1,2,0
Austria,Whey Powder,AUT,2012,126.15833333333335,2,2,2
Ireland,Butter,IRL,2012,282.57483333333334,0,2,1
Spain,Butter,ESP,2012,273.4315833333333,0,1,2
Poland,Butter,POL,2012,293.2823333333333,2,2,2
Poland,SMP,POL,2012,226.92237500000002,2,2,2
Ireland,Butter Oil,IRL,2012,346.76,0,2,1
Sweden,Raw Milk,SWE,2012,35.76083333333333,2,1,2
Portugal,Raw Milk,PRT,2012,30.59,2,1,2
Czechia,Emmental,CZE,2012,565.8138833333334,1,2,0
Spain,Raw Milk,ESP,2012,30.891666666666666,0,1,2
Netherlands,SMP,NLD,2012,234.240275,0,1,1
Italy,Raw Milk,ITA,2012,36.973333333333336,0,1,1
Germany,Edam,DEU,2012,297.6506083333333,0,2,1
Belgium,WMP,BEL,2012,277.881875,0,2,1
Portugal,Butter,PRT,2012,284.94283333333334,2,1,2
Austria,Emmental,AUT,2012,463.24583333333334,2,2,2
Belgium,Butter,BEL,2012,306.08708333333334,0,2,1
Czechia,Edam,CZE,2012,357.503375,1,2,0
Hungary,Raw Milk,HUN,2012,29.834999999999997,1,0,0
France,Raw Milk,FRA,2012,31.955833333333334,0,2,1
Netherlands,WMP,NLD,2012,270.40555,0,1,1
Germany,SMP,DEU,2012,236.184725,0,2,1
Germany,Whey Powder,DEU,2012,101.6875,0,2,1
Poland,WMP,POL,2012,272.674875,2,2,2
Poland,Whey Powder,POL,2012,87.88054166666666,2,2,2
Czechia,Butter,CZE,2012,326.01,1,2,0
Germany,WMP,DEU,2012,274.54722499999997,0,2,1
Bulgaria,Raw Milk,BGR,2012,30.474999999999998,1,0,0
Slovenia,Raw Milk,SVN,2012,30.143333333333334,2,2,2
Germany,Butter,DEU,2012,306.98472499999997,0,2,1
Netherlands,Raw Milk,NLD,2012,33.80416666666667,0,1,1
Portugal,WMP,PRT,2012,295.6322666666667,2,1,2
Germany,Raw Milk,DEU,2012,31.877272727272725,0,2,1
Netherlands,Whey Powder,NLD,2012,91.355,0,1,1
Germany,Emmental,DEU,2012,399.3041666666666,0,2,1
Austria,Raw Milk,AUT,2012,33.82,2,2,2
Ireland,Whey Powder,IRL,2012,86.40516666666667,0,2,1
Estonia,Edam,EST,2012,329.4347333333333,1,1,0
Estonia,Gouda,EST,2012,395.113525,1,1,0
Germany,Gouda,DEU,2012,294.4795833333333,0,2,1
Ireland,WMP,IRL,2012,264.76616666666666,0,2,1
Estonia,Raw Milk,EST,2012,30.0425,1,1,0
Ireland,Cheddar,IRL,2012,292.7801666666667,0,2,1
Romania,Raw Milk,ROU,2012,27.249166666666667,1,0,0
Spain,Emmental,ESP,2012,876.3653333333333,0,1,2
Netherlands,Edam,NLD,2012,284.04583333333335,0,1,1
Poland,Edam,POL,2012,321.22775,2,2,2
Poland,Raw Milk,POL,2012,28.745,2,2,2
Ireland,SMP,IRL,2012,227.2755,0,2,1
Poland,Gouda,POL,2012,316.8089166666667,2,2,2
Czechia,Raw Milk,CZE,2012,29.72666666666667,1,2,0
Belgium,SMP,BEL,2012,241.17225,0,2,1
Portugal,Whey Powder,PRT,2012,79.94758333333333,2,1,2
Ireland,Raw Milk,IRL,2012,32.29083333333333,0,2,1
Finland,Raw Milk,FIN,2012,44.965,2,0,2
Italy,Butter,ITA,2012,273.075,0,1,1
Czechia,SMP,CZE,2012,231.65374999999997,1,2,0
Netherlands,Gouda,NLD,2012,301.80694166666666,0,1,1
Netherlands,Butter,NLD,2012,299.397225,0,1,1
Belgium,Raw Milk,BEL,2012,30.185833333333335,0,2,1
Poland,Gouda,POL,2013,354.2774166666666,2,2,2
Poland,Raw Milk,POL,2013,31.748333333333335,2,2,2
Poland,SMP,POL,2013,292.121625,2,2,2
Latvia,WMP,LVA,2013,321.0200181818182,1,1,0
Poland,Butter,POL,2013,365.3111666666667,2,2,2
Netherlands,Whey Powder,NLD,2013,96.65833333333335,0,1,1
Poland,WMP,POL,2013,333.35858333333334,2,2,2
Poland,Edam,POL,2013,353.9082916666666,2,2,2
Slovenia,Raw Milk,SVN,2013,32.3025,2,2,2
Luxembourg,Raw Milk,LUX,2013,36.5425,0,2,1
Netherlands,Butter,NLD,2013,391.075,0,1,1
Romania,Raw Milk,ROU,2013,29.799,1,0,0
Netherlands,Edam,NLD,2013,345.05,0,1,1
Portugal,Whey Powder,PRT,2013,86.87126666666666,2,1,2
Netherlands,Gouda,NLD,2013,356.5,0,1,1
Netherlands,Raw Milk,NLD,2013,39.454166666666666,0,1,1
Portugal,Raw Milk,PRT,2013,33.545833333333334,2,1,2
Lithuania,Raw Milk,LTU,2013,31.66916666666667,1,2,0
Netherlands,SMP,NLD,2013,302.52500000000003,0,1,1
Lithuania,Gouda,LTU,2013,398.2966666666667,1,2,0
Portugal,Butter,PRT,2013,377.1923583333333,2,1,2
Belgium,Butter,BEL,2013,397.54541666666665,0,2,1
Netherlands,WMP,NLD,2013,352.7291666666667,0,1,1
Poland,Whey Powder,POL,2013,91.828125,2,2,2
Austria,Whey Powder,AUT,2013,153.4625,2,2,2
Spain,Butter,ESP,2013,365.76704166666667,0,1,2
Portugal,WMP,PRT,2013,352.19600833333334,2,1,2
Spain,Emmental,ESP,2013,949.2710416666667,0,1,2
Belgium,Raw Milk,BEL,2013,37.21583333333333,0,2,1
Estonia,Raw Milk,EST,2013,33.670833333333334,1,1,0
Germany,SMP,DEU,2013,306.8666666666667,0,2,1
Croatia,Butter,HRV,2013,409.13533333333334,2,0,2
Croatia,Edam,HRV,2013,446.3776666666667,2,0,2
Austria,Emmental,AUT,2013,468.7791666666667,2,2,2
Belgium,SMP,BEL,2013,311.25212500000004,0,2,1
Czechia,Raw Milk,CZE,2013,32.68,1,2,0
Finland,Raw Milk,FIN,2013,45.94,2,0,2
Ireland,SMP,IRL,2013,288.87933333333336,0,2,1
Latvia,Butter,LVA,2013,374.3461,1,1,0
Germany,Raw Milk,DEU,2013,37.45583333333334,0,2,1
Germany,Gouda,DEU,2013,322.71035,0,2,1
Ireland,WMP,IRL,2013,341.1537916666667,0,2,1
Sweden,Raw Milk,SWE,2013,39.600833333333334,2,1,2
Finland,SMP,FIN,2013,291.23493636363634,2,0,2
Croatia,Gouda,HRV,2013,455.4628333333333,2,0,2
Czechia,Emmental,CZE,2013,530.5804416666666,1,2,0
Ireland,Whey Powder,IRL,2013,94.28399999999999,0,2,1
Czechia,Edam,CZE,2013,372.909875,1,2,0
France,Raw Milk,FRA,2013,34.635,0,2,1
Germany,Emmental,DEU,2013,417.28889166666664,0,2,1
Croatia,Raw Milk,HRV,2013,36.03333333333333,2,0,2
Czechia,Butter,CZE,2013,385.1560416666667,1,2,0
Italy,Raw Milk,ITA,2013,38.82416666666667,0,1,1
Germany,Edam,DEU,2013,331.9376833333333,0,2,1
Austria,Raw Milk,AUT,2013,37.625,2,2,2
Germany,Butter,DEU,2013,394.4013916666667,0,2,1
Ireland,Butter Oil,IRL,2013,440.39770833333336,0,2,1
Ireland,Raw Milk,IRL,2013,38.31166666666667,0,2,1
Estonia,Gouda,EST,2013,372.3736666666667,1,1,0
Latvia,Edam,LVA,2013,440.022625,1,1,0
Italy,Butter,ITA,2013,367.034725,0,1,1
Denmark,Raw Milk,DNK,2013,38.625,0,1,1
Latvia,Raw Milk,LVA,2013,30.566666666666666,1,1,0
Hungary,Raw Milk,HUN,2013,32.35166666666667,1,0,0
Czechia,WMP,CZE,2013,336.323125,1,2,0
Belgium,WMP,BEL,2013,357.90220833333336,0,2,1
Germany,Whey Powder,DEU,2013,106.47916666666667,0,2,1
Ireland,Butter,IRL,2013,361.1451666666667,0,2,1
Ireland,Cheddar,IRL,2013,329.71020833333336,0,2,1
Latvia,SMP,LVA,2013,288.45935833333334,1,1,0
Czechia,SMP,CZE,2013,288.1665,1,2,0
Estonia,Edam,EST,2013,325.873125,1,1,0
Czechia,Whey Powder,CZE,2013,100.5305,1,2,0
Bulgaria,Raw Milk,BGR,2013,34.02363636363636,1,0,0
Spain,Edam,ESP,2013,728.61425,0,1,2
Spain,Raw Milk,ESP,2013,34.31166666666667,0,1,2
Germany,WMP,DEU,2013,355.06666666666666,0,2,1
Ireland,Whey Powder,IRL,2014,87.72483333333334,0,2,1
Belgium,Raw Milk,BEL,2014,36.00333333333333,0,2,1
Germany,Emmental,DEU,2014,439.80833333333334,0,2,1
Slovenia,Raw Milk,SVN,2014,34.666666666666664,2,2,2
Spain,Butter,ESP,2014,369.5632083333333,0,1,2
Poland,Raw Milk,POL,2014,32.24583333333333,2,2,2
Spain,Raw Milk,ESP,2014,35.18,0,1,2
Austria,Emmental,AUT,2014,501.0294416666666,2,2,2
Netherlands,SMP,NLD,2014,257.96666666666664,0,1,1
Germany,Edam,DEU,2014,320.85369166666663,0,2,1
Belgium,WMP,BEL,2014,313.1385833333333,0,2,1
Poland,SMP,POL,2014,264.0927083333333,2,2,2
Ireland,Butter,IRL,2014,329.72933333333333,0,2,1
Netherlands,Butter,NLD,2014,331.67083333333335,0,1,1
Croatia,Raw Milk,HRV,2014,35.555,2,0,2
Poland,Gouda,POL,2014,338.2571666666667,2,2,2
Belgium,SMP,BEL,2014,269.4733333333333,0,2,1
Belgium,Butter,BEL,2014,334.01479166666667,0,2,1
Bulgaria,Raw Milk,BGR,2014,34.575833333333335,1,0,0
Ireland,Raw Milk,IRL,2014,37.66416666666667,0,2,1
Netherlands,Gouda,NLD,2014,368.3,0,1,1
Germany,SMP,DEU,2014,266.5520833333333,0,2,1
Croatia,Butter,HRV,2014,408.698875,2,0,2
Poland,Butter,POL,2014,333.3066416666667,2,2,2
Spain,Emmental,ESP,2014,988.6491666666667,0,1,2
Ireland,Cheddar,IRL,2014,337.1408333333333,0,2,1
Germany,WMP,DEU,2014,310.2388916666667,0,2,1
Croatia,Gouda,HRV,2014,415.01,2,0,2
Austria,Whey Powder,AUT,2014,127.60833333333333,2,2,2
Netherlands,Edam,NLD,2014,310.26363636363635,0,1,1
Germany,Raw Milk,DEU,2014,37.63583333333333,0,2,1
Germany,Whey Powder,DEU,2014,103.35972500000001,0,2,1
Germany,Gouda,DEU,2014,323.3274166666667,0,2,1
Netherlands,Raw Milk,NLD,2014,39.4375,0,1,1
Poland,Edam,POL,2014,341.052125,2,2,2
Netherlands,WMP,NLD,2014,300.3958333333333,0,1,1
Netherlands,Whey Powder,NLD,2014,89.20833333333333,0,1,1
Croatia,Edam,HRV,2014,398.18608333333333,2,0,2
Hungary,Raw Milk,HUN,2014,33.431666666666665,1,0,0
Ireland,SMP,IRL,2014,267.7803333333333,0,2,1
Ireland,WMP,IRL,2014,296.02883333333335,0,2,1
Ireland,Butter Oil,IRL,2014,402.39016666666663,0,2,1
Czechia,Raw Milk,CZE,2014,33.134166666666665,1,2,0
Czechia,Emmental,CZE,2014,516.2215,1,2,0
Finland,SMP,FIN,2014,315.68718181818184,2,0,2
Portugal,Raw Milk,PRT,2014,34.85666666666667,2,1,2
Luxembourg,Raw Milk,LUX,2014,37.545833333333334,0,2,1
Sweden,Raw Milk,SWE,2014,38.64416666666667,2,1,2
Portugal,WMP,PRT,2014,329.4405,2,1,2
Lithuania,Gouda,LTU,2014,370.75416666666666,1,2,0
Latvia,Butter,LVA,2014,364.1125,1,1,0
Finland,Raw Milk,FIN,2014,44.29083333333333,2,0,2
Portugal,Whey Powder,PRT,2014,85.93662499999999,2,1,2
Czechia,SMP,CZE,2014,276.8174583333333,1,2,0
Latvia,Edam,LVA,2014,444.9239166666666,1,1,0
Italy,Butter,ITA,2014,320.3,0,1,1
Romania,Raw Milk,ROU,2014,30.316363636363636,1,0,0
Spain,Edam,ESP,2014,780.5704583333332,0,1,2
Estonia,Raw Milk,EST,2014,32.695,1,1,0
Estonia,Edam,EST,2014,343.79243333333335,1,1,0
Estonia,Gouda,EST,2014,361.3345583333333,1,1,0
Lithuania,Raw Milk,LTU,2014,28.680833333333336,1,2,0
Latvia,Raw Milk,LVA,2014,29.251666666666665,1,1,0
Poland,Whey Powder,POL,2014,87.25910833333334,2,2,2
Czechia,Edam,CZE,2014,367.7183333333333,1,2,0
Latvia,WMP,LVA,2014,332.7740777777778,1,1,0
Germany,Butter,DEU,2014,335.1958333333333,0,2,1
Poland,WMP,POL,2014,321.6231,2,2,2
Czechia,Whey Powder,CZE,2014,100.20533333333333,1,2,0
France,Raw Milk,FRA,2014,36.4825,0,2,1
Denmark,Raw Milk,DNK,2014,39.666666666666664,0,1,1
Latvia,SMP,LVA,2014,266.67087499999997,1,1,0
Czechia,WMP,CZE,2014,330.1845416666667,1,2,0
Italy,Raw Milk,ITA,2014,39.642500000000005,0,1,1
Czechia,Butter,CZE,2014,355.0208333333333,1,2,0
Austria,Raw Milk,AUT,2014,39.392500000000005,2,2,2
Portugal,Butter,PRT,2014,343.4415909090909,2,1,2
Hungary,Raw Milk,HUN,2015,25.93166666666667,1,0,0
Spain,Raw Milk,ESP,2015,30.145833333333332,0,1,2
Estonia,Edam,EST,2015,261.9015416666667,1,1,0
Denmark,Whey Powder,DNK,2015,209.64,0,1,1
Ireland,Butter,IRL,2015,288.86783333333335,0,2,1
Czechia,Whey Powder,CZE,2015,84.64390909090909,1,2,0
Austria,Whey Powder,AUT,2015,103.00177272727272,2,2,2
Netherlands,SMP,NLD,2015,180.82083333333333,0,1,1
Czechia,WMP,CZE,2015,255.14270833333333,1,2,0
Czechia,SMP,CZE,2015,193.663125,1,2,0
Austria,Butter,AUT,2015,431.09,2,2,2
Netherlands,WMP,NLD,2015,234.5041666666667,0,1,1
Belgium,WMP,BEL,2015,251.83137499999998,0,2,1
Denmark,Raw Milk,DNK,2015,31.028333333333332,0,1,1
Germany,WMP,DEU,2015,240.20208333333335,0,2,1
Germany,Whey Powder,DEU,2015,85.59583333333335,0,2,1
Germany,Butter,DEU,2015,301.6125,0,2,1
Netherlands,Whey Powder,NLD,2015,64.8125,0,1,1
Slovenia,Raw Milk,SVN,2015,28.333333333333332,2,2,2
Poland,SMP,POL,2015,179.91054166666666,2,2,2
Poland,WMP,POL,2015,230.18841666666665,2,2,2
Germany,Edam,DEU,2015,246.75502500000002,0,2,1
Austria,Emmental,AUT,2015,476.50848181818185,2,2,2
Poland,Raw Milk,POL,2015,27.828333333333333,2,2,2
Czechia,Butter,CZE,2015,316.44308333333333,1,2,0
Croatia,Raw Milk,HRV,2015,32.553333333333335,2,0,2
Poland,Whey Powder,POL,2015,74.02654166666666,2,2,2
France,Raw Milk,FRA,2015,30.955,0,2,1
Germany,Emmental,DEU,2015,394.2916666666667,0,2,1
Poland,Gouda,POL,2015,264.0445833333333,2,2,2
Czechia,Edam,CZE,2015,318.86858333333333,1,2,0
Croatia,Gouda,HRV,2015,381.1526666666667,2,0,2
Croatia,Edam,HRV,2015,358.9284583333333,2,0,2
Czechia,Emmental,CZE,2015,487.2166666666667,1,2,0
Germany,SMP,DEU,2015,185.85833333333335,0,2,1
Estonia,Gouda,EST,2015,281.48633333333333,1,1,0
Estonia,Raw Milk,EST,2015,23.713333333333335,1,1,0
Romania,Raw Milk,ROU,2015,26.315833333333334,1,0,0
Croatia,Butter,HRV,2015,395.87904166666664,2,0,2
Czechia,Raw Milk,CZE,2015,27.305833333333336,1,2,0
Bulgaria,Raw Milk,BGR,2015,28.541666666666668,1,0,0
Poland,Butter,POL,2015,291.7236666666667,2,2,2
Germany,Raw Milk,DEU,2015,29.575,0,2,1
Finland,Raw Milk,FIN,2015,37.594166666666666,2,0,2
Sweden,Raw Milk,SWE,2015,31.540000000000003,2,1,2
Germany,Gouda,DEU,2015,249.22797500000001,0,2,1
Portugal,Raw Milk,PRT,2015,29.66333333333333,2,1,2
Poland,Edam,POL,2015,260.58304166666665,2,2,2
Portugal,Whey Powder,PRT,2015,69.68825,2,1,2
Poland,Butter Oil,POL,2015,355.44,2,2,2
Belgium,SMP,BEL,2015,189.097125,0,2,1
Belgium,Raw Milk,BEL,2015,27.9275,0,2,1
Spain,Edam,ESP,2015,790.2845416666668,0,1,2
Italy,Butter,ITA,2015,279.6333333333333,0,1,1
Ireland,Whey Powder,IRL,2015,65.2155,0,2,1
Belgium,Butter,BEL,2015,299.5287916666667,0,2,1
Spain,Butter,ESP,2015,304.96979166666665,0,1,2
Lithuania,Gouda,LTU,2015,326.59525,1,2,0
Ireland,Cheddar,IRL,2015,274.1118333333333,0,2,1
Luxembourg,Raw Milk,LUX,2015,29.81833333333333,0,2,1
Austria,Raw Milk,AUT,2015,33.6825,2,2,2
Latvia,Butter,LVA,2015,289.1625,1,1,0
Ireland,WMP,IRL,2015,224.16166666666666,0,2,1
Ireland,Butter Oil,IRL,2015,352.6078333333333,0,2,1
Netherlands,Butter,NLD,2015,295.07916666666665,0,1,1
Latvia,Raw Milk,LVA,2015,21.6825,1,1,0
Netherlands,Raw Milk,NLD,2015,30.604166666666668,0,1,1
Ireland,SMP,IRL,2015,183.42733333333334,0,2,1
Italy,Raw Milk,ITA,2015,34.67166666666667,0,1,1
Spain,Emmental,ESP,2015,981.654875,0,1,2
Latvia,SMP,LVA,2015,186.98412499999998,1,1,0
Ireland,Raw Milk,IRL,2015,29.743333333333336,0,2,1
Latvia,Edam,LVA,2015,397.9384166666667,1,1,0
Lithuania,Raw Milk,LTU,2015,21.669166666666666,1,2,0
Slovenia,Raw Milk,SVN,2016,25.28,2,2,2
Belgium,Butter,BEL,2016,327.92366666666663,0,2,1
Italy,Butter,ITA,2016,306.53333333333336,0,1,1
Austria,Raw Milk,AUT,2016,31.185000000000002,2,2,2
Belgium,Raw Milk,BEL,2016,26.698333333333334,0,2,1
Poland,WMP,POL,2016,217.51816666666664,2,2,2
