Member State,Product desc,country_3,Timestamp,Price,cluster_cows,cluster_costs,cluster_all
Poland,Raw Milk,POL,2016,25.964166666666667,2,2,2
Netherlands,Butter,NLD,2016,328.7416666666667,0,1,1
Poland,Butter,POL,2016,306.5801666666667,2,2,2
Germany,Raw Milk,DEU,2016,27.38083333333333,0,2,1
Ireland,SMP,IRL,2016,173.20583333333332,0,2,1
Germany,Gouda,DEU,2016,238.24670833333334,0,2,1
Poland,Edam,POL,2016,268.8275,2,2,2
Ireland,WMP,IRL,2016,217.2965,0,2,1
Croatia,Edam,HRV,2016,328.9878333333333,2,0,2
Croatia,Gouda,HRV,2016,337.4306666666667,2,0,2
Germany,Emmental,DEU,2016,364.4666666666667,0,2,1
Poland,Gouda,POL,2016,269.05583333333334,2,2,2
Ireland,Whey Powder,IRL,2016,61.4395,0,2,1
Croatia,Raw Milk,HRV,2016,29.579166666666666,2,0,2
Austria,Emmental,AUT,2016,445.775375,2,2,2
Italy,Raw Milk,ITA,2016,31.989166666666666,0,1,1
Germany,Edam,DEU,2016,247.12795833333334,0,2,1
Poland,SMP,POL,2016,169.36316666666667,2,2,2
Czechia,Butter,CZE,2016,326.5815,1,2,0
Portugal,Butter,PRT,2016,298.798,2,1,2
France,Raw Milk,FRA,2016,30.175833333333333,0,2,1
Latvia,Emmental,LVA,2016,344.56600000000003,1,1,0
Estonia,Butter,EST,2016,331.59682499999997,1,1,0
Lithuania,Gouda,LTU,2016,309.79716666666667,1,2,0
Czechia,SMP,CZE,2016,178.192,1,2,0
Austria,Butter,AUT,2016,401.7,2,2,2
Latvia,Gouda,LVA,2016,307.763,1,1,0
Spain,Edam,ESP,2016,804.9278333333333,0,1,2
Denmark,Raw Milk,DNK,2016,28.830833333333334,0,1,1
Latvia,Raw Milk,LVA,2016,21.723333333333333,1,1,0
Czechia,WMP,CZE,2016,233.88750000000002,1,2,0
Czechia,Whey Powder,CZE,2016,66.79654545454545,1,2,0
Latvia,WMP,LVA,2016,250.0,1,1,0
Latvia,SMP,LVA,2016,179.60563333333334,1,1,0
Estonia,Edam,EST,2016,250.51000000000002,1,1,0
Lithuania,Raw Milk,LTU,2016,21.63083333333333,1,2,0
Czechia,Edam,CZE,2016,321.71216666666663,1,2,0
Spain,Emmental,ESP,2016,965.1713333333332,0,1,2
Czechia,Emmental,CZE,2016,454.02040000000005,1,2,0
Luxembourg,Raw Milk,LUX,2016,27.995833333333334,0,2,1
Portugal,Raw Milk,PRT,2016,28.0175,2,1,2
Sweden,Raw Milk,SWE,2016,30.695833333333336,2,1,2
Italy,WMP,ITA,2016,245.0,0,1,1
Portugal,WMP,PRT,2016,236.975,2,1,2
Finland,Raw Milk,FIN,2016,37.07833333333333,2,0,2
Latvia,Butter,LVA,2016,318.7835,1,1,0
Portugal,Whey Powder,PRT,2016,55.58545454545455,2,1,2
Latvia,Edam,LVA,2016,334.80716666666666,1,1,0
Czechia,Raw Milk,CZE,2016,24.08,1,2,0
Romania,Raw Milk,ROU,2016,25.661666666666665,1,0,0
Estonia,Raw Milk,EST,2016,23.7625,1,1,0
Estonia,Gouda,EST,2016,267.492,1,1,0
Poland,Whey Powder,POL,2016,61.48,2,2,2
Croatia,Butter,HRV,2016,398.37466666666666,2,0,2
Germany,Butter,DEU,2016,335.56666666666666,0,2,1
Netherlands,WMP,NLD,2016,227.46666666666667,0,1,1
Ireland,Cheddar,IRL,2016,236.43983333333335,0,2,1
Bulgaria,Raw Milk,BGR,2016,27.22,1,0,0
Belgium,SMP,BEL,2016,183.56833333333336,0,2,1
Austria,Whey Powder,AUT,2016,84.41158333333333,2,2,2
Germany,WMP,DEU,2016,239.2854166666667,0,2,1
Netherlands,Raw Milk,NLD,2016,28.375,0,1,1
Germany,Whey Powder,DEU,2016,76.375,0,2,1
Netherlands,Whey Powder,NLD,2016,64.78333333333333,0,1,1
Spain,Raw Milk,ESP,2016,29.11916666666667,0,1,2
Belgium,WMP,BEL,2016,237.69583333333333,0,2,1
Spain,Butter,ESP,2016,292.312,0,1,2
Netherlands,SMP,NLD,2016,180.35,0,1,1
Hungary,Raw Milk,HUN,2016,23.795833333333334,1,0,0
Germany,SMP,DEU,2016,181.94375,0,2,1
Ireland,Butter Oil,IRL,2016,366.002,0,2,1
Ireland,Butter,IRL,2016,300.14500000000004,0,2,1
Ireland,Raw Milk,IRL,2016,28.098333333333333,0,2,1
Austria,Raw Milk,AUT,2017,37.3425,2,2,2
Italy,Raw Milk,ITA,2017,37.024166666666666,0,1,1
Czechia,Butter,CZE,2017,456.54490000000004,1,2,0
Poland,Whey Powder,POL,2017,81.21318181818182,2,2,2
Netherlands,WMP,NLD,2017,283.84583333333336,0,1,1
Czechia,Edam,CZE,2017,380.81025,1,2,0
Ireland,Butter,IRL,2017,500.487,0,2,1
Netherlands,Raw Milk,NLD,2017,37.958333333333336,0,1,1
Czechia,Emmental,CZE,2017,471.18805000000003,1,2,0
Luxembourg,Raw Milk,LUX,2017,35.42416666666667,0,2,1
France,Raw Milk,FRA,2017,34.399166666666666,0,2,1
Poland,WMP,POL,2017,287.5729090909091,2,2,2
Germany,WMP,DEU,2017,299.646,0,2,1
Czechia,WMP,CZE,2017,294.39233333333334,1,2,0
Germany,Butter,DEU,2017,547.2,0,2,1
Austria,Whey Powder,AUT,2017,104.25342857142857,2,2,2
Latvia,WMP,LVA,2017,286.5,1,1,0
Belgium,SMP,BEL,2017,177.5164166666667,0,2,1
Slovenia,Raw Milk,SVN,2017,30.320000000000004,2,2,2
Poland,SMP,POL,2017,176.33072727272727,2,2,2
Belgium,Raw Milk,BEL,2017,35.05416666666667,0,2,1
Czechia,Whey Powder,CZE,2017,91.12729166666666,1,2,0
Belgium,Butter,BEL,2017,522.5723333333334,0,2,1
Ireland,Cheddar,IRL,2017,310.87666666666667,0,2,1
Italy,Butter,ITA,2017,477.67083333333335,0,1,1
Germany,Whey Powder,DEU,2017,93.27000000000001,0,2,1
Spain,Edam,ESP,2017,812.0675,0,1,2
Ireland,Butter Oil,IRL,2017,519.8728571428571,0,2,1
Latvia,Gouda,LVA,2017,395.0,1,1,0
Netherlands,SMP,NLD,2017,173.17499999999998,0,1,1
Czechia,SMP,CZE,2017,189.93008333333333,1,2,0
Lithuania,Gouda,LTU,2017,363.79016666666666,1,2,0
Denmark,Raw Milk,DNK,2017,36.901666666666664,0,1,1
Latvia,Emmental,LVA,2017,414.70620833333334,1,1,0
Spain,Butter,ESP,2017,577.2346666666667,0,1,2
Estonia,Butter,EST,2017,528.7626250000001,1,1,0
Belgium,WMP,BEL,2017,296.0532083333333,0,2,1
Estonia,Edam,EST,2017,312.24685,1,1,0
Spain,Raw Milk,ESP,2017,30.955,0,1,2
Lithuania,Raw Milk,LTU,2017,29.756666666666664,1,2,0
Estonia,Gouda,EST,2017,315.484,1,1,0
Estonia,Raw Milk,EST,2017,32.678333333333335,1,1,0
Romania,Raw Milk,ROU,2017,29.189166666666665,1,0,0
Latvia,Edam,LVA,2017,413.75445833333333,1,1,0
Latvia,Raw Milk,LVA,2017,30.614166666666666,1,1,0
Czechia,Raw Milk,CZE,2017,31.589166666666667,1,2,0
Hungary,Raw Milk,HUN,2017,30.47666666666667,1,0,0
Netherlands,Butter,NLD,2017,520.1791666666667,0,1,1
Portugal,Whey Powder,PRT,2017,74.69622727272727,2,1,2
Latvia,Butter Oil,LVA,2017,314.0,1,1,0
Latvia,Butter,LVA,2017,506.07270833333337,1,1,0
Italy,WMP,ITA,2017,615.5,0,1,1
Finland,Raw Milk,FIN,2017,37.72,2,0,2
Sweden,Raw Milk,SWE,2017,37.9425,2,1,2
Portugal,Raw Milk,PRT,2017,29.68166666666667,2,1,2
Germany,Edam,DEU,2017,318.96915,0,2,1
Latvia,SMP,LVA,2017,217.23250000000002,1,1,0
Croatia,Raw Milk,HRV,2017,31.378333333333334,2,0,2
Spain,Emmental,ESP,2017,965.735,0,1,2
Germany,Emmental,DEU,2017,417.96999999999997,0,2,1
Poland,Edam,POL,2017,329.86545454545455,2,2,2
Ireland,Whey Powder,IRL,2017,77.47633333333333,0,2,1
Croatia,Gouda,HRV,2017,387.38585714285716,2,0,2
Austria,Emmental,AUT,2017,472.3234166666667,2,2,2
Germany,Raw Milk,DEU,2017,36.40833333333334,0,2,1
Netherlands,Whey Powder,NLD,2017,78.0125,0,1,1
Bulgaria,Raw Milk,BGR,2017,30.519166666666667,1,0,0
Poland,Gouda,POL,2017,327.71636363636367,2,2,2
Poland,Raw Milk,POL,2017,32.365,2,2,2
Germany,SMP,DEU,2017,174.4975,0,2,1
Germany,Gouda,DEU,2017,316.8256,0,2,1
Ireland,Raw Milk,IRL,2017,36.4175,0,2,1
Croatia,Edam,HRV,2017,367.0767142857143,2,0,2
Ireland,WMP,IRL,2017,273.109,0,2,1
Poland,Emmental,POL,2017,385.61,2,2,2
Croatia,Butter,HRV,2017,439.29414285714284,2,0,2
Poland,Butter,POL,2017,462.1411818181818,2,2,2
Ireland,SMP,IRL,2017,173.56500000000003,0,2,1
Netherlands,WMP,NLD,2018,269.3625,0,1,1
Poland,Gouda,POL,2018,296.93054166666667,2,2,2
Belgium,WMP,BEL,2018,274.75620833333335,0,2,1
Netherlands,Whey Powder,NLD,2018,70.05416666666666,0,1,1
Ireland,Raw Milk,IRL,2018,35.0425,0,2,1
Estonia,Edam,EST,2018,293.95164166666666,1,1,0
Czechia,Edam,CZE,2018,361.7315833333333,1,2,0
Austria,Raw Milk,AUT,2018,36.9525,2,2,2
Estonia,Butter,EST,2018,582.27,1,1,0
Czechia,Emmental,CZE,2018,499.3252857142857,1,2,0
France,Raw Milk,FRA,2018,34.655833333333334,0,2,1
Ireland,SMP,IRL,2018,139.03533333333334,0,2,1
Latvia,Emmental,LVA,2018,410.4003181818182,1,1,0
Luxembourg,Raw Milk,LUX,2018,32.92363636363636,0,2,1
Latvia,Butter,LVA,2018,523.1809999999999,1,1,0
Hungary,Raw Milk,HUN,2018,29.747500000000002,1,0,0
Netherlands,Raw Milk,NLD,2018,36.041666666666664,0,1,1
Ireland,WMP,IRL,2018,246.17216666666664,0,2,1
Czechia,Raw Milk,CZE,2018,32.495,1,2,0
Latvia,Edam,LVA,2018,404.1045454545454,1,1,0
Finland,Raw Milk,FIN,2018,37.916666666666664,2,0,2
Romania,Raw Milk,ROU,2018,30.115,1,0,0
Estonia,Raw Milk,EST,2018,30.743333333333336,1,1,0
Spain,Raw Milk,ESP,2018,31.23,0,1,2
Poland,Edam,POL,2018,297.99379166666665,2,2,2
Germany,SMP,DEU,2018,152.67360833333333,0,2,1
Lithuania,Raw Milk,LTU,2018,28.394166666666667,1,2,0
Czechia,Gouda,CZE,2018,532.02,1,2,0
Estonia,Gouda,EST,2018,274.774,1,1,0
Portugal,Raw Milk,PRT,2018,30.750833333333333,2,1,2
Austria,Emmental,AUT,2018,454.040775,2,2,2
Germany,Whey Powder,DEU,2018,82.440275,0,2,1
Germany,Gouda,DEU,2018,303.94266666666664,0,2,1
Germany,Emmental,DEU,2018,430.23333333333335,0,2,1
Sweden,Raw Milk,SWE,2018,34.6375,2,1,2
Portugal,Whey Powder,PRT,2018,61.267333333333326,2,1,2
Poland,Raw Milk,POL,2018,31.979166666666668,2,2,2
Belgium,Raw Milk,BEL,2018,32.185,0,2,1
Poland,Butter,POL,2018,474.57868333333334,2,2,2
Germany,WMP,DEU,2018,276.586525,0,2,1
Italy,Butter,ITA,2018,477.86110833333333,0,1,1
Ireland,Whey Powder,IRL,2018,69.45516666666667,0,2,1
Bulgaria,Raw Milk,BGR,2018,30.003333333333334,1,0,0
Poland,Whey Powder,POL,2018,66.53875000000001,2,2,2
Germany,Butter,DEU,2018,517.0333333333333,0,2,1
Latvia,Raw Milk,LVA,2018,28.381666666666664,1,1,0
Germany,Cheddar,DEU,2018,428.0,0,2,1
Croatia,Raw Milk,HRV,2018,32.844166666666666,2,0,2
Czechia,WMP,CZE,2018,283.90263636363636,1,2,0
Germany,Raw Milk,DEU,2018,34.7075,0,2,1
Belgium,SMP,BEL,2018,152.9095,0,2,1
Poland,SMP,POL,2018,139.54433333333333,2,2,2
Poland,WMP,POL,2018,262.13330833333333,2,2,2
Ireland,Butter,IRL,2018,496.1856666666667,0,2,1
Germany,Edam,DEU,2018,299.11311666666666,0,2,1
Slovenia,Raw Milk,SVN,2018,30.30333333333333,2,2,2
Belgium,Butter,BEL,2018,505.73179166666665,0,2,1
Netherlands,Butter,NLD,2018,499.8541666666667,0,1,1
Netherlands,SMP,NLD,2018,150.32916666666668,0,1,1
Ireland,Cheddar,IRL,2018,316.95,0,2,1
Italy,Raw Milk,ITA,2018,35.865833333333335,0,1,1
Czechia,Whey Powder,CZE,2018,75.97212499999999,1,2,0
Latvia,SMP,LVA,2018,134.295,1,1,0
Denmark,Raw Milk,DNK,2018,35.95666666666667,0,1,1
Czechia,SMP,CZE,2018,154.39463636363635,1,2,0
Czechia,Butter,CZE,2018,465.78809999999993,1,2,0
Ireland,Butter,IRL,2019,376.789,0,2,1
Romania,Raw Milk,ROU,2019,30.462500000000002,1,0,0
Czechia,Raw Milk,CZE,2019,33.53416666666667,1,2,0
Czechia,WMP,CZE,2019,302.15866666666665,1,2,0
Czechia,Whey Powder,CZE,2019,86.82113636363637,1,2,0
Poland,Edam,POL,2019,302.15095833333334,2,2,2
Hungary,Raw Milk,HUN,2019,30.978333333333335,1,0,0
Estonia,Raw Milk,EST,2019,31.001666666666665,1,1,0
Ireland,Cheddar,IRL,2019,291.91783333333336,0,2,1
Spain,Raw Milk,ESP,2019,31.84583333333333,0,1,2
Germany,Raw Milk,DEU,2019,34.346666666666664,0,2,1
Netherlands,SMP,NLD,2019,215.5,0,1,1
Portugal,Whey Powder,PRT,2019,67.07204166666666,2,1,2
Germany,Gouda,DEU,2019,305.02030833333333,0,2,1
Latvia,Emmental,LVA,2019,415.5777083333333,1,1,0
Estonia,Butter,EST,2019,419.7133333333333,1,1,0
Czechia,SMP,CZE,2019,202.66304545454543,1,2,0
Denmark,Raw Milk,DNK,2019,34.1775,0,1,1
Netherlands,Whey Powder,NLD,2019,70.58333333333333,0,1,1
Lithuania,Raw Milk,LTU,2019,28.878333333333334,1,2,0
Ireland,SMP,IRL,2019,188.79916666666668,0,2,1
Estonia,Edam,EST,2019,313.61633333333333,1,1,0
Poland,Butter,POL,2019,384.67408333333333,2,2,2
Latvia,Edam,LVA,2019,414.5308333333333,1,1,0
Belgium,Raw Milk,BEL,2019,33.045833333333334,0,2,1
Belgium,Butter,BEL,2019,385.1547083333333,0,2,1
Latvia,Raw Milk,LVA,2019,29.390833333333333,1,1,0
Estonia,Gouda,EST,2019,304.314,1,1,0
Netherlands,Raw Milk,NLD,2019,35.659166666666664,0,1,1
Ireland,Raw Milk,IRL,2019,33.69166666666667,0,2,1
Ireland,Whey Powder,IRL,2019,72.39816666666667,0,2,1
Croatia,Raw Milk,HRV,2019,33.325833333333335,2,0,2
France,Raw Milk,FRA,2019,36.47416666666667,0,2,1
Netherlands,WMP,NLD,2019,294.5625,0,1,1
Portugal,Raw Milk,PRT,2019,30.647499999999997,2,1,2
Germany,Butter,DEU,2019,393.8333333333333,0,2,1
Germany,Emmental,DEU,2019,437.96250000000003,0,2,1
Austria,Raw Milk,AUT,2019,36.9675,2,2,2
Germany,Whey Powder,DEU,2019,88.72916666666667,0,2,1
Czechia,Emmental,CZE,2019,511.808,1,2,0
Poland,Gouda,POL,2019,309.9085,2,2,2
Italy,Butter,ITA,2019,362.48611666666665,0,1,1
Italy,Raw Milk,ITA,2019,39.315,0,1,1
Poland,WMP,POL,2019,277.53058333333337,2,2,2
Bulgaria,Raw Milk,BGR,2019,30.483333333333334,1,0,0
Czechia,Edam,CZE,2019,376.46274999999997,1,2,0
Germany,SMP,DEU,2019,216.702775,0,2,1
Germany,WMP,DEU,2019,294.4001416666667,0,2,1
Sweden,Raw Milk,SWE,2019,34.82333333333333,2,1,2
Slovenia,Raw Milk,SVN,2019,32.61666666666667,2,2,2
Netherlands,Butter,NLD,2019,380.01666666666665,0,1,1
Germany,Edam,DEU,2019,305.66410833333333,0,2,1
Ireland,WMP,IRL,2019,267.85383333333334,0,2,1
Belgium,WMP,BEL,2019,300.5727083333333,0,2,1
Poland,Whey Powder,POL,2019,74.20341666666667,2,2,2
Belgium,SMP,BEL,2019,216.768375,0,2,1
Poland,Raw Milk,POL,2019,31.69083333333333,2,2,2
Austria,Emmental,AUT,2019,496.2635666666667,2,2,2
Finland,Raw Milk,FIN,2019,38.324999999999996,2,0,2
Poland,SMP,POL,2019,198.440125,2,2,2
Czechia,Butter,CZE,2019,448.56059999999997,1,2,0
Portugal,WMP,PRT,2019,305.154625,2,1,2
Latvia,Emmental,LVA,2020,463.4992916666667,1,1,0
Czechia,SMP,CZE,2020,226.21359090909093,1,2,0
Netherlands,Whey Powder,NLD,2020,72.32916666666667,0,1,1
Bulgaria,Raw Milk,BGR,2020,31.5925,1,0,0
Belgium,SMP,BEL,2020,225.58916666666667,0,2,1
Belgium,WMP,BEL,2020,284.2149583333333,0,2,1
Denmark,Raw Milk,DNK,2020,34.821666666666665,0,1,1
Portugal,Whey Powder,PRT,2020,64.9899090909091,2,1,2
Ireland,Butter,IRL,2020,323.1603333333333,0,2,1
Germany,Edam,DEU,2020,309.917375,0,2,1
Poland,Raw Milk,POL,2020,31.563333333333333,2,2,2
Czechia,Whey Powder,CZE,2020,78.88255555555556,1,2,0
Netherlands,Butter,NLD,2020,324.2,0,1,1
Ireland,Whey Powder,IRL,2020,71.39166666666667,0,2,1
Ireland,Raw Milk,IRL,2020,34.387499999999996,0,2,1
Poland,SMP,POL,2020,213.40133333333333,2,2,2
Germany,Raw Milk,DEU,2020,33.73666666666667,0,2,1
Croatia,Raw Milk,HRV,2020,33.3325,2,0,2
Latvia,Raw Milk,LVA,2020,28.239166666666666,1,1,0
Germany,Butter,DEU,2020,336.8666666666667,0,2,1
Italy,Butter,ITA,2020,316.00971666666663,0,1,1
Belgium,Butter,BEL,2020,330.9984583333333,0,2,1
Poland,Butter,POL,2020,325.510875,2,2,2
Poland,WMP,POL,2020,269.57233333333335,2,2,2
Germany,WMP,DEU,2020,280.76458333333335,0,2,1
Poland,Gouda,POL,2020,312.00304166666666,2,2,2
Germany,Gouda,DEU,2020,309.86100000000005,0,2,1
Netherlands,WMP,NLD,2020,275.29583333333335,0,1,1
Germany,Emmental,DEU,2020,439.7375,0,2,1
Portugal,Raw Milk,PRT,2020,30.27333333333333,2,1,2
Estonia,Gouda,EST,2020,295.19,1,1,0
Czechia,WMP,CZE,2020,292.02813636363635,1,2,0
Lithuania,Raw Milk,LTU,2020,28.738333333333333,1,2,0
Hungary,Raw Milk,HUN,2020,30.011666666666667,1,0,0
Sweden,Raw Milk,SWE,2020,35.30833333333333,2,1,2
Romania,Raw Milk,ROU,2020,31.258333333333336,1,0,0
Finland,Raw Milk,FIN,2020,38.81333333333333,2,0,2
Germany,Whey Powder,DEU,2020,85.38958333333333,0,2,1
Poland,Edam,POL,2020,305.75658333333337,2,2,2
Portugal,WMP,PRT,2020,297.6436,2,1,2
Estonia,Raw Milk,EST,2020,29.337500000000002,1,1,0
Czechia,Raw Milk,CZE,2020,31.587500000000002,1,2,0
Spain,Raw Milk,ESP,2020,32.208333333333336,0,1,2
Ireland,Cheddar,IRL,2020,300.248,0,2,1
Netherlands,Raw Milk,NLD,2020,34.45333333333333,0,1,1
Italy,Raw Milk,ITA,2020,35.77583333333333,0,1,1
Belgium,Raw Milk,BEL,2020,31.296666666666667,0,2,1
Latvia,Edam,LVA,2020,442.19512499999996,1,1,0
France,Raw Milk,FRA,2020,36.19166666666667,0,2,1
Netherlands,SMP,NLD,2020,218.65833333333333,0,1,1
Poland,Whey Powder,POL,2020,72.22666666666667,2,2,2
Austria,Emmental,AUT,2020,520.3509166666666,2,2,2
Czechia,Butter,CZE,2020,383.478,1,2,0
Denmark,Whey Powder,DNK,2020,221.64,0,1,1
Ireland,SMP,IRL,2020,213.69683333333333,0,2,1
Austria,Raw Milk,AUT,2020,37.80583333333333,2,2,2
Estonia,Butter,EST,2020,360.2522777777778,1,1,0
Slovenia,Raw Milk,SVN,2020,31.400833333333335,2,2,2
Spain,Butter,ESP,2020,336.23172222222223,0,1,2
Germany,SMP,DEU,2020,222.7125,0,2,1
Netherlands,Cheddar,NLD,2020,374.0,0,1,1
Ireland,WMP,IRL,2020,260.6131666666667,0,2,1
Estonia,Edam,EST,2020,297.05691666666667,1,1,0
Czechia,Edam,CZE,2020,359.85537500000004,1,2,0
Spain,Raw Milk,ESP,2021,33.26083333333333,0,1,2
Austria,Emmental,AUT,2021,549.0810833333334,2,2,2
Slovenia,Raw Milk,SVN,2021,32.525,2,2,2
Sweden,Raw Milk,SWE,2021,39.06333333333333,2,1,2
Austria,Raw Milk,AUT,2021,39.7125,2,2,2
Spain,Butter,ESP,2021,416.685,0,1,2
Czechia,WMP,CZE,2021,315.88315,1,2,0
Poland,Raw Milk,POL,2021,34.454166666666666,2,2,2
Croatia,Raw Milk,HRV,2021,33.803333333333335,2,0,2
Poland,Butter,POL,2021,415.39875,2,2,2
Italy,Raw Milk,ITA,2021,36.95666666666667,0,1,1
Germany,Emmental,DEU,2021,443.0625,0,2,1
Poland,Edam,POL,2021,331.56316666666663,2,2,2
Finland,Raw Milk,FIN,2021,39.23833333333334,2,0,2
Italy,Butter,ITA,2021,402.5083333333334,0,1,1
Poland,Gouda,POL,2021,339.8472083333333,2,2,2
Germany,Gouda,DEU,2021,320.74804166666667,0,2,1
Czechia,Raw Milk,CZE,2021,34.39416666666667,1,2,0
Ireland,Whey Powder,IRL,2021,86.87116666666667,0,2,1
Estonia,Raw Milk,EST,2021,31.636666666666667,1,1,0
Ireland,WMP,IRL,2021,304.985,0,2,1
Poland,SMP,POL,2021,250.65404166666667,2,2,2
Belgium,Raw Milk,BEL,2021,36.45916666666667,0,2,1
Latvia,Edam,LVA,2021,496.43533333333335,1,1,0
Estonia,Gouda,EST,2021,381.54,1,1,0
Netherlands,Whey Powder,NLD,2021,104.67999999999999,0,1,1
Netherlands,WMP,NLD,2021,360.52,0,1,1
Czechia,Butter,CZE,2021,465.0002272727272,1,2,0
Netherlands,Butter,NLD,2021,488.52,0,1,1
Germany,Butter,DEU,2021,425.7208333333333,0,2,1
Lithuania,Raw Milk,LTU,2021,33.608333333333334,1,2,0
Netherlands,Raw Milk,NLD,2021,37.81,0,1,1
Germany,Whey Powder,DEU,2021,108.02708333333334,0,2,1
France,Raw Milk,FRA,2021,37.66833333333333,0,2,1
Czechia,Edam,CZE,2021,368.14141666666666,1,2,0
Latvia,Raw Milk,LVA,2021,31.839166666666667,1,1,0
Germany,Edam,DEU,2021,330.208375,0,2,1
Belgium,Butter,BEL,2021,446.75600000000003,0,2,1
Netherlands,SMP,NLD,2021,293.08000000000004,0,1,1
Czechia,Emmental,CZE,2021,493.94540909090915,1,2,0
Latvia,Emmental,LVA,2021,574.9533636363636,1,1,0
Czechia,Gouda,CZE,2021,388.9322916666667,1,2,0
Poland,WMP,POL,2021,306.4290833333333,2,2,2
Portugal,Whey Powder,PRT,2021,78.50240909090908,2,1,2
Germany,WMP,DEU,2021,337.68125000000003,0,2,1
Bulgaria,Raw Milk,BGR,2021,33.399166666666666,1,0,0
Denmark,Raw Milk,DNK,2021,37.50416666666667,0,1,1
Ireland,Butter,IRL,2021,386.89475,0,2,1
Germany,Raw Milk,DEU,2021,37.163333333333334,0,2,1
Belgium,SMP,BEL,2021,272.969,0,2,1
Ireland,Cheddar,IRL,2021,318.56108333333333,0,2,1
Portugal,WMP,PRT,2021,295.7766428571428,2,1,2
Czechia,SMP,CZE,2021,258.1164090909091,1,2,0
Czechia,Whey Powder,CZE,2021,94.582,1,2,0
Romania,Raw Milk,ROU,2021,32.440000000000005,1,0,0
Portugal,Raw Milk,PRT,2021,30.42,2,1,2
Germany,SMP,DEU,2021,269.24583333333334,0,2,1
Estonia,Butter,EST,2021,436.55575,1,1,0
Hungary,Raw Milk,HUN,2021,31.5425,1,0,0
Ireland,Raw Milk,IRL,2021,40.3275,0,2,1
Portugal,Butter,PRT,2021,418.1906666666667,2,1,2
Estonia,Edam,EST,2021,321.5643333333333,1,1,0
Poland,Whey Powder,POL,2021,88.07350000000001,2,2,2
Belgium,WMP,BEL,2021,346.5164,0,2,1
Ireland,SMP,IRL,2021,241.35833333333335,0,2,1
Croatia,Raw Milk,HRV,2022,42.6625,2,0,2
Spain,Raw Milk,ESP,2022,45.2575,0,1,2
Germany,WMP,DEU,2022,497.64166666666665,0,2,1
Belgium,WMP,BEL,2022,481.3421666666666,0,2,1
Germany,Butter,DEU,2022,657.35,0,2,1
Lithuania,Raw Milk,LTU,2022,50.78,1,2,0
Hungary,Raw Milk,HUN,2022,43.40166666666667,1,0,0
Latvia,Raw Milk,LVA,2022,47.01083333333333,1,1,0
Ireland,Butter,IRL,2022,666.7245,0,2,1
Germany,Raw Milk,DEU,2022,53.45166666666666,0,2,1
Germany,Edam,DEU,2022,482.911,0,2,1
Belgium,Raw Milk,BEL,2022,53.23583333333334,0,2,1
Ireland,SMP,IRL,2022,346.64016666666663,0,2,1
Ireland,Raw Milk,IRL,2022,57.55833333333334,0,2,1
Ireland,WMP,IRL,2022,442.9873333333333,0,2,1
Austria,Raw Milk,AUT,2022,50.44833333333333,2,2,2
Austria,Emmental,AUT,2022,597.0536666666667,2,2,2
Germany,Gouda,DEU,2022,458.47700000000003,0,2,1
Latvia,Emmental,LVA,2022,779.028909090909,1,1,0
Ireland,Whey Powder,IRL,2022,111.96616666666667,0,2,1
Italy,Butter,ITA,2022,636.3000000000001,0,1,1
Ireland,Cheddar,IRL,2022,471.11699999999996,0,2,1
Germany,Emmental,DEU,2022,555.2666666666667,0,2,1
Italy,Raw Milk,ITA,2022,48.659166666666664,0,1,1
Belgium,SMP,BEL,2022,370.7516666666667,0,2,1
Germany,SMP,DEU,2022,374.47499999999997,0,2,1
Latvia,Edam,LVA,2022,682.5396666666667,1,1,0
Bulgaria,Raw Milk,BGR,2022,43.26416666666666,1,0,0
Netherlands,Raw Milk,NLD,2022,55.18833333333333,0,1,1
Germany,Whey Powder,DEU,2022,135.21666666666667,0,2,1
Poland,SMP,POL,2022,363.9021666666667,2,2,2
Sweden,Raw Milk,SWE,2022,50.705000000000005,2,1,2
Romania,Raw Milk,ROU,2022,47.435,1,0,0
Poland,Gouda,POL,2022,493.8865,2,2,2
Denmark,Raw Milk,DNK,2022,53.7575,0,1,1
Estonia,Raw Milk,EST,2022,46.40083333333334,1,1,0
Slovenia,Raw Milk,SVN,2022,45.504999999999995,2,2,2
Poland,Raw Milk,POL,2022,49.090833333333336,2,2,2
Estonia,Gouda,EST,2022,433.75,1,1,0
Portugal,Whey Powder,PRT,2022,105.14583333333333,2,1,2
Poland,WMP,POL,2022,472.516,2,2,2
Estonia,Edam,EST,2022,460.7891666666667,1,1,0
Poland,Whey Powder,POL,2022,118.08749999999999,2,2,2
Czechia,SMP,CZE,2022,366.26399999999995,1,2,0
Portugal,WMP,PRT,2022,401.642,2,1,2
Estonia,Butter,EST,2022,654.628,1,1,0
Portugal,Butter,PRT,2022,623.3033333333333,2,1,2
Czechia,Raw Milk,CZE,2022,45.9625,1,2,0
Finland,Raw Milk,FIN,2022,48.93666666666667,2,0,2
Poland,Edam,POL,2022,484.594,2,2,2
Czechia,Edam,CZE,2022,505.353,1,2,0
Netherlands,Butter,NLD,2022,664.6545454545454,0,1,1
Czechia,Butter,CZE,2022,656.0763333333333,1,2,0
Czechia,WMP,CZE,2022,454.97509090909085,1,2,0
Spain,Butter,ESP,2022,673.677375,0,1,2
France,Raw Milk,FRA,2022,44.52166666666667,0,2,1
Poland,Butter,POL,2022,645.9515,2,2,2
